Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2004,8,CA,Food,,,,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2004,5,CA,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,7,0,,0,,"taco, unspecified",,Multiple,,,,,
2004,5,MO,Food,,,,Restaurant - other or unknown type,12,0,,0,,"pizza, unspecified",,Multiple,,,,,
2004,7,MO,Food,,,,Restaurant - other or unknown type,5,0,,0,,"ground beef, hamburger",,Beef,,,,,
2004,6,MO,Food,,,,Religious facility,40,,,,,,,,,,,,
2004,10,MO,Food,Staphylococcus aureus,,Suspected,"Caterer (food prepared off-site from where served); Fair, festival, other temp or mobile services",17,0,,0,,"pasta, unspecified",,Multiple,,,,,
2004,3,MO,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2004,9,MO,Food,,,,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
2004,9,CA,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Prison/jail,33,0,,0,,"beans, unspecified",,Grains-Beans,,,,,
2004,3,CA,Food,Norovirus Genogroup I,,Suspected,Grocery store,6,0,,0,,"cake, unspecified",,Multiple,,,,,
2004,10,NY,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,3,0,,0,,pork fried rice,rice,Grains-Beans,,,,,
2004,11,NY,Food,Norovirus Genogroup I,,Confirmed,Religious facility,10,1,,0,,macaroni salad,pasta,Multiple,,,,,
2004,5,CA,Food,,,,Restaurant - other or unknown type,2,0,,0,,"salmon, unspecified",,Fish,,,,,
2004,4,CA,Food,,,,Restaurant - other or unknown type,19,1,,0,,,,,,,,,
2004,6,NY,Food,Norovirus Genogroup I,,Suspected,Private home/residence; School/college/university,11,0,,0,,,,,,,,,
2004,11,NY,Food,Staphylococcus aureus,,Suspected,School/college/university,7,0,,0,,macaroni and cheese,,Multiple,,,,,
2004,4,CA,Food,Other - Bacterium,,Suspected,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2004,5,CA,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,4,0,,0,,pork fried rice,,Multiple,,,,,
2004,6,AK,Food,Clostridium perfringens,,Suspected,Other,30,0,,0,,"sauces, unspecified; potato, unspecified",,Multiple,,,,,
2004,7,AK,Food,Vibrio parahaemolyticus,,Confirmed,"Restaurant - other or unknown type; Fair, festival, other temp or mobile services; Other",62,0,,0,,"oysters, raw",,Mollusks,,,,,
2004,5,CA,Food,Other - Bacterium,,Suspected,Restaurant - other or unknown type,5,0,,0,,multiple foods,,Unclassifiable,,,,,
2004,5,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,8,0,,0,,"pizza, unspecified",,Multiple,,,,,
2004,1,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,3,0,,0,,,,,,,,,
2004,5,CA,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,22,0,,0,,"salsa, unspecified; rice, unspecified",,Multiple,,,,,
2004,7,AZ,Food,,,,Restaurant - other or unknown type,6,0,,0,,,,,,,,,
2004,6,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),258,,,,,,,,,,,,
2004,11,OH,Food,,,,Private home/residence; School/college/university,24,0,,0,,"pork, other",,Pork,,,,,
2004,1,OH,Food,,,,Restaurant - other or unknown type,4,,,0,,,,,,,,,
2004,5,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,9,0,,0,,"salsa, unspecified",,Multiple,,,,,
2004,7,OH,Food,Salmonella enterica,Group B,Confirmed,Private home/residence,22,4,,0,,"chicken, roasted",,Chicken,,,,,
2004,10,MO,Food,,,,Religious facility,35,0,,0,,,,,,,,,
2004,12,AL,Food,,,,Restaurant - other or unknown type,2,0,,0,,"chicken, unspecified",,Chicken,,,,,
2004,12,AL,Food,,,,Restaurant - other or unknown type,2,0,,0,,spinach salad,,Multiple,,,,,
2004,11,AL,Food,,,,Caterer (food prepared off-site from where served),2,0,,0,,"chicken, unspecified",,Chicken,,,,,
2004,11,AZ,Food,Norovirus Genogroup II,GII.4 other,Confirmed,Prison/jail,17,0,,0,,"sausage, italian; carrots, unspecified",,Multiple,,,,,
2004,11,MD,Food,Norovirus Genogroup I,,Confirmed,Private home/residence,20,0,,0,,turkey and stuffing,,Multiple,,,,,
2004,10,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,9,0,,0,,"romaine lettuce, unspecified",,Vegetable Row Crops,,,,,
2004,9,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,5,0,,0,,"taco, unspecified",,Multiple,,,,,
2004,7,NY,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,4,0,,0,,"tuna, bbq",,Multiple,,,,,
2004,12,VT,Food,,,,Restaurant - other or unknown type,5,0,,0,,salad bar,,Unclassifiable,,,,,
2004,1,TX,Food,,,,Restaurant - other or unknown type,18,1,,0,,cheese spread,,Multiple,,,,,
2004,12,MA,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Other,17,1,,0,,,,,,,,,
2004,11,IL,Food,Norovirus Genogroup I,,Confirmed,Other,73,0,,0,,,,,,,,,
2004,4,CA,Food,Other - Bacterium,,Suspected,Restaurant - other or unknown type,2,0,,0,,"spaghetti, unspecified",,Multiple,,,,,
2004,2,MA,Food,Hepatitis A,,Confirmed,Restaurant - other or unknown type,19,12,,0,,,,,,,,,
2004,11,OH,Food,,,,Restaurant - other or unknown type; Private home/residence,6,0,,0,,,,,,,,,
2004,12,OH,Food,,,,Restaurant - other or unknown type,7,0,,0,,ice,,Other,,,,,
2004,6,NY,Food,Vibrio parahaemolyticus,,Confirmed,Restaurant - other or unknown type,2,0,,0,,"squid/calamari, unspecified",,Mollusks,,,,,
2004,1,MO,Food,,,,Other,17,0,,0,,,,,,,,,
2004,12,MO,Food,,,,Restaurant - other or unknown type,37,0,,0,,,,,,,,,
2004,12,NC,Food,Norovirus Genogroup I,,Confirmed,"Fair, festival, other temp or mobile services",49,0,,0,,,,,,,,,
2004,12,AL,Food,,,,Restaurant - other or unknown type,2,0,,0,,"sandwich, ham",,Multiple,,,,,
2004,12,CO,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,4,0,,0,,pre-packaged salad,,Multiple,,,,,
2004,1,TX,Food,,,,Unknown,707,,,,,,,,,,,,
2004,2,TX,Food,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served),47,1,,0,,"oysters, raw",,Mollusks,,,,,
2004,12,ND,Food,Salmonella enterica,Newport,Confirmed,Other,2,0,,0,,"turkey, smoked",,Turkey,,,,,
2004,12,SC,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,33,0,,0,,,,,,,,,
2004,11,NY,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,33,0,,0,,"eggplant, unspecified; potato, unspecified; cake, chocolate",,Multiple,,,,,
2004,12,NY,Food,,,,Restaurant - other or unknown type,7,0,,0,,"steak, other",beef,Beef,,,,,
2004,12,OH,Food,Norovirus Genogroup I,,Confirmed,Unknown,4,,,0,,,,,,,,,
2004,12,OH,Food,Norovirus Genogroup I,,Suspected,Private home/residence,2,,,0,,"ham, other",,Pork,,,,,
2004,2,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,29,4,,0,,salad bar,,Unclassifiable,,,,,
2004,11,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,7,0,,0,,"meat/egg-based salads, unspecified; seafood-based salad unspecified",,Multiple,,,,,
2004,2,OH,Food,Norovirus Genogroup I,,Confirmed,Other,60,0,,0,,,,,,,,,
2004,10,MI,Food,,,,Restaurant - other or unknown type,2,0,,0,,chicken salad,,Multiple,,,,,
2004,11,MI,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,34,0,,0,,,,,,,,,
2004,3,OH,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,3,0,,0,,"beef, chimichanga",beef,Beef,,,,,
2004,12,MI,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,,,,,"nachos, unspecified",,Multiple,,,,,
2004,12,MI,Food,,,,Restaurant - other or unknown type,4,0,,0,,chips and salsa,,Multiple,,,,,
2004,3,OH,Food,Norovirus Genogroup I,,Confirmed,Unknown,2,0,,0,,,,,,,,,
2004,9,MI,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,16,1,,0,,"egg-containing food, other",,Multiple,,,,,
2004,3,MO,Food,Bacillus cereus,,Suspected,School/college/university,16,0,,0,,"turkey, other",,Turkey,,,,,
2004,10,MI,Food,,,,Unknown,5,,,,,,,,,,,,
2004,3,MO,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,7,0,,0,,"fried rice, unspecified",,Multiple,,,,,
2004,10,MI,Food,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,9,0,,0,,"pork, other",,Pork,,,,,
2004,11,IL,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,11,0,,0,,palak paneer,,Multiple,,,,,
2004,12,FL,Food,,,,Restaurant - other or unknown type,5,0,,0,,"chicken, fried",,Multiple,,,,,
2004,12,CA,Food,Mycotoxins,,Confirmed,Private home/residence,7,7,,0,,"mushrooms, unspecified",fungus,Fungi,,,,,
2004,11,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,5,0,,0,,multiple foods,,Unclassifiable,,,,,
2004,12,HI,Food,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,,0,,"fish, mahi mahi",,Fish,,,,,
2004,8,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2004,6,OH,Food,,,,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2004,2,OH,Food,,,,Grocery store; Other,11,,,,,,,,,,,,
2004,11,OH,Food,,,,Restaurant - other or unknown type,7,0,,0,,"spring rolls, unspecified",,Multiple,,,,,
2004,11,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,4,0,,0,,,,,,,,,
2004,7,OH,Food,Campylobacter unknown,,Confirmed,Private home/residence,5,1,,0,,"ice cream, homemade",,Multiple,,,,,
2004,11,OH,Food,,,,School/college/university,7,0,,0,,,,,,,,,
2004,2,OH,Food,Norovirus Genogroup I,,Confirmed,Other,44,,,,,ice,,Other,,,,,
2004,2,OH,Food,,,,Private home/residence,2,0,,0,,,,,,,,,
2004,10,OH,Food,,,,Religious facility,45,0,,0,,,,,,,,,
2004,7,OH,Food,Clostridium perfringens; Salmonella enterica,Roterberg,Confirmed; Confirmed,Caterer (food prepared off-site from where served),57,1,,0,,chicken picata,,Multiple,,,,,
2004,9,OH,Food,Salmonella enterica,Hadar,Suspected,Grocery store,20,1,,0,,"chicken, fried",,Multiple,,,,,
2004,3,OH,Food,,,,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
2004,1,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,4,0,,0,,"ground beef, cheeseburger",,Beef,,,,,
2004,12,OH,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,69,0,,0,,"gravy, unspecified; roast beef, unspecified",,Multiple,,,,,
2004,10,OH,Food,,,,Restaurant - other or unknown type,14,7,,0,,,,,,,,,
2004,5,MA,Food,,,,Other,36,0,,0,,"orange juice, pasteurized; fajita, chicken",,Multiple,,,,,
2004,7,WI,Food,Salmonella enterica,Newport,Confirmed,Long-term care/nursing home/assisted living facility,13,2,,0,,,,,,,,,
2004,12,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,2,1,,0,,"sandwich, tuna fish",,Multiple,,,,,
2004,7,OH,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,22,1,,0,,,,,,,,,
2004,5,OH,Food,Salmonella enterica,Enteritidis,Confirmed,Prison/jail,6,,,,,"chicken, raw",,Chicken,,,,,
2004,12,MA,Food,,,,Caterer (food prepared off-site from where served),11,0,,0,,,,,,,,,
2004,11,NC,Food,Norovirus Genogroup I,,Confirmed,Other,78,0,,0,,,,,,,,,
2004,4,OH,Food,,,,Restaurant - other or unknown type,18,0,,0,,,,,,,,,
2004,4,OH,Food,,,,Restaurant - other or unknown type; Private home/residence; Grocery store,19,0,,0,,buffet,,Unclassifiable,,,,,
2004,11,NC,Food,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,60,,,,,,,,,,,,
2004,12,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,0,,0,,"chicken, unspecified",,Chicken,,,,,
2004,8,OH,Food,,,,Restaurant - other or unknown type,2,0,,0,,vegetable-based salads unspecified,,Multiple,,,,,
2004,4,OH,Food,,,,Restaurant - other or unknown type,8,,,,,,,,,,,,
2004,10,LA,Food,Norovirus Genogroup I,,Suspected,Unknown,59,,,,,"ground beef, other; lettuce, unspecified",,Multiple,,,,,
2004,1,OH,Food,,,,Restaurant - other or unknown type,2,1,,0,,,,,,,,,
2004,5,OH,Food,,,,Restaurant - other or unknown type,4,,,,,"sandwich, submarine",,Multiple,,,,,
2004,5,OH,Food,Other - Chemical/Toxin,,Suspected,Other,3,0,,0,,"cake, ice cream",,Multiple,,,,,
2004,9,FL,Food,,,,Caterer (food prepared off-site from where served),42,1,,,,"cake, unspecified",,Multiple,,,,,
2004,10,FL,Food,,,,Other,3,,,,,"cereal, unspecified",,Multiple,,,,,
2004,10,FL,Food,Ciguatoxin,,Confirmed,Private home/residence,3,1,,,,unspecified fish,,Fish,,,,,
2004,10,FL,Food,,,,Restaurant - other or unknown type,3,,,,,,,,,,,,
2004,10,FL,Food,,,,Restaurant - other or unknown type,2,,,,,,,,,,,,
2004,10,FL,Food,,,,Restaurant - other or unknown type,3,,,,,,,,,,,,
2004,10,MI,Food,,,,Restaurant - other or unknown type,14,1,,0,,lettuce-based salads unspecified,,Multiple,,,,,
2004,11,FL,Food,,,,Restaurant - other or unknown type,2,,,,,,,,,,,,
2004,11,FL,Food,,,,Restaurant - other or unknown type,6,,,,,lettuce-based salads unspecified,,Multiple,,,,,
2004,12,FL,Food,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,,,,,,,,,,,,
2004,12,FL,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,9,,,,,"rice, yellow",,Grains-Beans,,,,,
2004,12,FL,Food,,,,Restaurant - other or unknown type,4,,,,,"pizza, unspecified",,Multiple,,,,,
2004,12,NY,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,12,0,,0,,,,,,,,,
2004,12,FL,Food,,,,Restaurant - other or unknown type,3,,,,,"fish sandwich, unspecified",,Multiple,,,,,
2004,12,FL,Food,,,,Restaurant - other or unknown type,3,,,,,picadilla,,Multiple,,,,,
2004,12,OH,Food,,,,Unknown,3,,,0,,,,,,,,,
2004,11,OH,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,7,2,,0,,,,,,,,,
2004,12,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Other,6,,,,,,,,,,,,
2004,4,OH,Food,,,,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
2004,4,OH,Food,,,,Restaurant - other or unknown type,4,0,,0,,"sausage, unspecified",,Multiple,,,,,
2004,6,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,14,0,,0,,,,,,,,,
2004,2,NJ,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,17,,,,,,,,,,,,
2004,2,NJ,Food,,,,Hospital,6,,,,,"tuna, unspecified",,Fish,,,,,
2004,10,OH,Food,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,132,12,,0,,"ice cream, commercial",,Multiple,,,,,
2004,3,NJ,Food,,,,Restaurant - other or unknown type,9,1,,,,,,,,,,,
2004,3,TX,Food,,,,Other,4,0,,0,,"oysters, raw",,Mollusks,,,,,
2004,12,LA,Food,,,,Restaurant - other or unknown type; Grocery store,12,1,,0,,"dips, unspecified; chips, unspecified",,Multiple,,,,,
2004,3,TX,Food,,,,Prison/jail,170,0,,0,,,,,,,,,
2004,10,TX,Food,,,,Restaurant - other or unknown type,11,,,,,"tomato, unspecified",,Seeded Vegetables,,,,,
2004,1,OH,Food,Norovirus Genogroup I,,Confirmed,Other,80,,,0,,"crackers, unspecified",,Multiple,,,,,
2004,2,TX,Food,,,,Restaurant - other or unknown type,5,,,,,"chicken, other",,Chicken,,,,,
2004,7,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,20,0,,0,,,,,,,,,
2004,4,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
2004,4,TX,Food,Campylobacter jejuni,,Confirmed,Unknown,9,0,,0,,green salad,,Multiple,,,,,
2004,3,NJ,Food,Norovirus Genogroup I,,Suspected,Other,13,,,,,,,,,,,,
2004,5,NJ,Food,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),50,0,,,,green salad,,Multiple,,,,,
2004,5,TX,Food,Norovirus Genogroup I,,Confirmed,Unknown,27,,,,,"sandwich, unspecified",,Multiple,,,,,
2004,6,NJ,Food,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),28,,,,,,,,,,,,
2004,5,TX,Food,,,,Restaurant - other or unknown type,5,0,,0,,caesar salad,,Multiple,,,,,
2004,6,TX,Food,,,,Restaurant - other or unknown type,8,0,,0,,,,,,,,,
2004,7,NJ,Food,Bacillus cereus,,Suspected,Restaurant - other or unknown type,7,,,,,"pasta, unspecified",,Multiple,,,,,
2004,6,TX,Food,,,,Unknown,98,,,,,,,,,,,,
2004,11,TX,Food,,,,Other,46,,,,,,,,,,,,
2004,9,IA,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,13,,,0,,,,,,,,,
2004,7,TX,Food,,,,Unknown,25,,,,,,,,,,,,
2004,4,MO,Food,,,,Restaurant - other or unknown type,9,0,,0,,,,,,,,,
2004,11,PA,Food,Norovirus Genogroup I,,Confirmed,Unknown,32,20,,0,,,,,,,,,
2004,11,PA,Food,Norovirus Genogroup I,,Confirmed,Unknown,34,0,,0,,,,,,,,,
2004,8,PA,Food,Salmonella enterica,Enteritidis,Confirmed,Private home/residence; Other,16,1,,1,,"eggs, unspecified; potato salad",,Multiple,,,,,
2004,11,OH,Food,,,,Restaurant - other or unknown type,3,0,,0,,,,,,,,,
2004,2,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,4,0,,0,,"pizza, unspecified",,Multiple,,,,,
2004,8,OH,Food,,,,Restaurant - other or unknown type,13,,,,,,,,,,,,
2004,4,MO,Food,Campylobacter unknown,,Suspected,Caterer (food prepared off-site from where served),5,1,,0,,,,,,,,,
2004,12,PA,Food,Salmonella enterica,Typhimurium,Confirmed,Restaurant - other or unknown type; Private home/residence,3,1,,,,,,,,,,,
2004,11,PA,Food,Giardia duodenalis,,Confirmed,Unknown,4,0,,0,,,,,,,,,
2004,12,NC,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,5,0,,0,,,,,,,,,
2004,4,OH,Food,,,,Other,4,0,,0,,"doughnuts, unspecified",,Multiple,,,,,
2004,12,PA,Food,Norovirus Genogroup I,,Suspected,Unknown,33,1,,0,,,,,,,,,
2004,12,PA,Food,Norovirus Genogroup I,,Suspected,Unknown,12,,,,,,,,,,,,
2004,12,PA,Food,Norovirus Genogroup I,,Suspected,Unknown,12,0,,0,,,,,,,,,
2004,9,NJ,Food,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,11,1,,,,"steak, prime rib",,Beef,,,,,
2004,4,MD,Food,,,,Restaurant - other or unknown type,16,1,,0,,yogurt sauce,,Multiple,,,,,
2004,9,MD,Food,,,,Restaurant - other or unknown type,6,0,,0,,,,,,,,,
2004,11,ME,Food,,,,Caterer (food prepared off-site from where served),5,0,,0,,egg-in-muffin-style sandwich,,Multiple,,,,,
2004,1,ME,Food,,,,Restaurant - other or unknown type,7,0,,0,,"pizza, unspecified",,Multiple,,,,,
2004,12,PA,Food,Norovirus Genogroup I,,Confirmed,Unknown,156,0,,0,,,,,,,,,
2004,9,PA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,8,1,,0,,"tomato (see fruit); vidalia onion; romaine lettuce, unspecified",,Multiple,,,,,
2004,7,ME,Food,Salmonella enterica,Hartford,Confirmed,Unknown,4,1,,0,,,,,,,,,
2004,8,PA,Food,Norovirus Genogroup I,,Suspected,Private home/residence; Caterer (food prepared off-site from where served),400,0,,0,,pasta salad,,Multiple,,,,,
2004,7,ME,Food,Salmonella enterica,,Confirmed,Unknown,5,0,,0,,,,,,,,,
2004,12,NY,Food,,,,Restaurant - other or unknown type; Private home/residence,12,0,,0,,,,,,,,,
2004,3,OH,Food,,,,Restaurant - other or unknown type,2,,,,,"chicken, other",,Chicken,,,,,
2004,10,OH,Food,Clostridium perfringens,,Suspected,Private home/residence,15,,,,,"sandwich, turkey",,Multiple,,,,,
2004,12,FL,Food,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),63,1,,0,,"chicken, bbq",,Multiple,,,,,
2004,1,OH,Food,Salmonella enterica,Thompson,Confirmed,Restaurant - other or unknown type,7,3,,0,,"steak, prime rib",,Beef,,,,,
2004,4,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,67,,,,,lettuce-based salads unspecified,,Multiple,,,,,
2004,10,OH,Food,,,,School/college/university,29,0,,0,,"sandwich, submarine",,Multiple,,,,,
2004,11,OH,Food,,,,School/college/university,12,0,,0,,"burrito, chicken",,Multiple,,,,,
2004,12,NJ,Food,Norovirus Genogroup I,,Suspected,Private home/residence; Grocery store,100,2,,,,,,,,,,,
2004,5,NJ,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,4,1,,,,"ground beef, hamburger",beef,Beef,,,,,
2004,12,NY,Food,,,,Restaurant - other or unknown type,15,0,,0,,,,,,,,,
2004,11,NY,Food,,,,Restaurant - other or unknown type,6,0,,0,,,,,,,,,
2004,10,NY,Food,Norovirus Genogroup I,,Suspected,School/college/university,97,3,,0,,"egg salad/egg salad sandwich; pork, chops; potato, mashed",egg; pork; root (eg. potato),Multiple,,,,,
2004,5,CA,Food,Salmonella enterica,Montevideo,Confirmed,Private home/residence,9,0,,0,,,,,,,,,
2004,11,MI,Food,,,,Restaurant - other or unknown type,5,0,,0,,"taco, unspecified",,Multiple,,,,,
2004,12,MI,Food,,,,Restaurant - other or unknown type,4,0,,0,,"pizza, meat",,Multiple,,,,,
2004,12,MI,Food,,,,Restaurant - other or unknown type,4,0,,0,,"chicken, other",,Chicken,,,,,
2004,12,MI,Food,,,,Restaurant - other or unknown type,17,0,,0,,,,,,,,,
2004,12,WY,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,36,1,,0,,,,,,,,,
2004,7,WY,Food,Campylobacter unknown,,Confirmed,Other,6,1,,0,,"whole milk, unpasteurized",,Dairy,,,,,
2004,11,NJ,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,34,0,,,,,,,,,,,
2004,2,OH,Food,,,,Private home/residence,2,0,,0,,"sausage, other",,Multiple,,,,,
2004,11,CA,Food,Salmonella enterica,Thompson,Confirmed,Restaurant - other or unknown type,100,0,,0,,"chicken, other",chicken,Chicken,,,,,
2004,2,OH,Food,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,33,0,,0,,"sandwich, submarine",,Multiple,,,,,
2004,12,NJ,Food,,,,Restaurant - other or unknown type,29,,,,,,,,,,,,
2004,9,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,5,1,,0,,"garden salad; cake, chocolate",,Multiple,,,,,
2004,10,NJ,Food,Shigella boydii,,Confirmed,Restaurant - other or unknown type,6,3,,0,,macaroni salad; coleslaw; potato salad,,Multiple,,,,,
2004,1,OH,Food,,,,Restaurant - other or unknown type,12,0,,0,,"pizza, unspecified",,Multiple,,,,,
2004,2,CA,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2004,8,CA,Food,Other - Bacterium,,Suspected,Restaurant - other or unknown type,2,0,,0,,,,,,,,,
2004,9,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,9,0,,0,,,,,,,,,
2004,12,OH,Food,,,,Restaurant - other or unknown type,14,,,,,,,,,,,,
2004,2,OH,Food,,,,Restaurant - other or unknown type,6,0,,0,,,,,,,,,
2004,11,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,10,0,,0,,caesar salad,,Multiple,,,,,
2004,10,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,0,,0,,sashimi; creme brulee,,Multiple,,,,,
2004,2,OH,Food,,,,Restaurant - other or unknown type,2,0,,0,,"pizza, unspecified",,Multiple,,,,,
2004,11,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,8,0,,0,,,,,,,,,
2004,3,MA,Food,,,,School/college/university,224,0,,0,,"tortilla, unspecified",,Multiple,,,,,
2004,12,CA,Food,Staphylococcus aureus,,Suspected,Grocery store,10,0,,0,,,,,,,,,
2004,12,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,8,0,,0,,,,,,,,,
2004,12,FL,Food,,,,Restaurant - other or unknown type,39,,,,,,,,,,,,
2004,7,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Private home/residence,46,0,,0,,,,,,,,,
2004,12,FL,Food,Norovirus Genogroup II,unknown,Confirmed,School/college/university,232,,,,,,,,,,,,
2004,5,CA,Food,Salmonella enterica,Hadar,Confirmed,Restaurant - other or unknown type,17,3,,0,,,,,,,,,
2004,12,CA,Food,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,6,0,,0,,"potato, mashed",,Multiple,,,,,
2004,12,CA,Food,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),225,,,0,,"meat, unspecified",,Multiple,,,,,
2004,12,CA,Food,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,5,0,,0,,multiple foods,,Unclassifiable,,,,,
2004,11,NJ,Food,,,,Other,23,2,,0,,,,,,,,,
2004,11,NJ,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,6,4,,0,,"lettuce, unspecified",,Vegetable Row Crops,,,,,
2004,12,MO,Food,Norovirus Genogroup I,,Suspected,Office/indoor workplace,13,0,,0,,,,,,,,,
2004,5,WY,Food,,,,Restaurant - other or unknown type,16,,,,,,,,,,,,
2004,10,NJ,Food,Norovirus Genogroup I,,Suspected,Long-term care/nursing home/assisted living facility,56,,,,,,,,,,,,
2004,5,NY,Food,Norovirus Genogroup I,,Suspected,Private home/residence,11,0,,0,,"cookies, unspecified",other baked goods,Multiple,,,,,
2004,11,IA,Food,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type; Grocery store,200,0,,0,,"turkey, baked",,Turkey,,,,,
2004,11,NJ,Food,,,,Restaurant - other or unknown type,39,3,,0,,,,,,,,,
